prompt,price,firstl,midl,lastl
" This House has an area of 5400 sqft. It has 5 bedrooms and 1 bathrooms along with a guest room. It is a 2 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like , air conditioning along with 0 parking slots. It is located in a preferred area. What is the price of this house?",5565000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.15820312  0.04370117  0.07226562 ...  0.09277344 -0.08300781
  -0.02954102]]","[[ 4.         -1.1015625   2.125      ...  2.609375    0.59765625
  -0.05444336]]"
" This House has an area of 3300 sqft. It has 3 bedrooms and 3 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",5530000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12988281  0.03637695  0.08691406 ...  0.12988281 -0.06396484
  -0.02978516]]","[[ 4.0625     -0.94140625  1.8125     ...  2.546875    1.109375
  -0.04858398]]"
" This House has an area of 3650 sqft. It has 3 bedrooms and 2 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 2 parking slots. What is the price of this house?",5530000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12890625  0.06689453  0.06005859 ...  0.11816406 -0.06542969
  -0.02124023]]",[[4.34375    0.05810547 2.0625     ... 2.328125   0.7578125  0.11816406]]
" This House has an area of 6100 sqft. It has 3 bedrooms and 2 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like ,  along with 2 parking slots. It is located in a preferred area. What is the price of this house?",5530000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12792969  0.02685547  0.08203125 ...  0.11230469 -0.08984375
  -0.02514648]]","[[ 3.46875    -0.9921875   2.0625     ...  1.875       0.46289062
   0.012146  ]]"
" This House has an area of 6900 sqft. It has 3 bedrooms and 1 bathrooms along with a guest room. It is a 1 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. It is located in a preferred area. What is the price of this house?",5523000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14257812  0.03710938  0.08349609 ...  0.11767578 -0.07617188
  -0.0390625 ]]","[[ 3.875      -1.5546875   1.734375   ...  2.921875    1.046875
  -0.33007812]]"
" This House has an area of 2817 sqft. It has 4 bedrooms and 2 bathrooms along with a guest room. It is a 2 storey house . It also comes with a basement. The house is furnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",5495000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.16210938  0.07666016  0.04614258 ...  0.06738281 -0.06054688
  -0.00390625]]","[[ 4.5        -0.41601562  2.359375   ...  1.8984375   0.5390625
   0.10986328]]"
" This House has an area of 7980 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 2 parking slots. What is the price of this house?",5495000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12207031  0.05517578  0.05786133 ...  0.11621094 -0.06738281
  -0.02636719]]","[[ 4.21875    -0.55078125  2.125      ...  2.0625      0.7421875
   0.00613403]]"
" This House has an area of 3150 sqft. It has 3 bedrooms and 2 bathrooms along with a guest room. It is a 1 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",5460000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14746094  0.06689453  0.04931641 ...  0.08886719 -0.0625
  -0.00769043]]","[[ 4.40625    -0.25        2.375      ...  2.09375     0.62109375
   0.23242188]]"
" This House has an area of 6210 sqft. It has 4 bedrooms and 1 bathrooms along with a guest room. It is a 4 storey house on the mainroad. The house is furnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",5460000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14355469  0.07763672  0.04248047 ...  0.09912109 -0.05712891
  -0.00817871]]","[[ 4.71875    -0.13769531  2.453125   ...  2.140625    0.5859375
   0.16015625]]"
" This House has an area of 6100 sqft. It has 3 bedrooms and 1 bathrooms along with a guest room. It is a 3 storey house on the mainroad. The house is semi-furnished and comes with facilities like , air conditioning along with 0 parking slots. It is located in a preferred area. What is the price of this house?",5460000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14160156  0.06298828  0.06933594 ...  0.10693359 -0.06982422
  -0.03540039]]","[[ 3.96875    -1.0234375   1.8359375  ...  2.71875     0.9453125
  -0.19628906]]"
" This House has an area of 6600 sqft. It has 4 bedrooms and 2 bathrooms along with a guest room. It is a 2 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. It is located in a preferred area. What is the price of this house?",5460000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14453125  0.04321289  0.0859375  ...  0.11816406 -0.07421875
  -0.0390625 ]]","[[ 3.875      -1.4765625   1.8046875  ...  2.875       1.0703125
  -0.25585938]]"
" This House has an area of 6825 sqft. It has 3 bedrooms and 1 bathrooms along with a guest room. It is a 1 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like , air conditioning along with 0 parking slots. It is located in a preferred area. What is the price of this house?",5425000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14453125  0.03857422  0.08056641 ...  0.11035156 -0.07861328
  -0.04003906]]","[[ 3.875      -1.5625      1.765625   ...  2.984375    1.0078125
  -0.32226562]]"
" This House has an area of 6710 sqft. It has 3 bedrooms and 2 bathrooms along with a guest room. It is a 2 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like ,  along with 1 parking slots. It is located in a preferred area. What is the price of this house?",5390000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14355469  0.04174805  0.08203125 ...  0.10009766 -0.09277344
  -0.03417969]]","[[ 3.859375   -1.234375    2.         ...  2.46875     0.640625
  -0.05444336]]"
" This House has an area of 6450 sqft. It has 3 bedrooms and 2 bathrooms along with a guest room. It is a 1 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like hot water heating,  along with 0 parking slots. What is the price of this house?",5383000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14550781  0.05737305  0.03076172 ...  0.08203125 -0.06982422
  -0.00524902]]","[[ 4.5625     -0.23242188  2.5625     ...  1.6640625   0.32226562
   0.33398438]]"
" This House has an area of 7800 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like , air conditioning along with 2 parking slots. It is located in a preferred area. What is the price of this house?",5320000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12988281  0.015625    0.06542969 ...  0.11328125 -0.08935547
  -0.02709961]]","[[ 3.53125    -1.1640625   2.171875   ...  2.140625    0.41015625
   0.03027344]]"
" This House has an area of 4600 sqft. It has 2 bedrooms and 2 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like , air conditioning along with 2 parking slots. What is the price of this house?",5285000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13671875  0.06738281  0.04248047 ...  0.10693359 -0.05078125
   0.00378418]]",[[4.34375    0.05078125 2.265625   ... 2.09375    0.7265625  0.12988281]]
" This House has an area of 4260 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",5250000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.140625    0.04833984  0.07080078 ...  0.10107422 -0.07177734
  -0.0177002 ]]","[[ 4.1875     -0.921875    2.109375   ...  2.125       0.59765625
   0.13867188]]"
" This House has an area of 6540 sqft. It has 4 bedrooms and 2 bathrooms . It is a 2 storey house . The house is semi-furnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",5250000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.15429688  0.09082031  0.05078125 ...  0.1015625  -0.02978516
  -0.00231934]]","[[ 4.15625    -0.34765625  1.9453125  ...  2.5         1.3125
  -0.21972656]]"
" This House has an area of 5500 sqft. It has 3 bedrooms and 2 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",5250000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13183594  0.03222656  0.0859375  ...  0.13085938 -0.06445312
  -0.02307129]]","[[ 3.84375    -1.0390625   1.8828125  ...  2.375       1.125
  -0.03637695]]"
" This House has an area of 10269 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 1 parking slots. It is located in a preferred area. What is the price of this house?",5250000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12597656  0.04003906  0.07666016 ...  0.13183594 -0.08837891
  -0.03710938]]","[[ 3.625      -1.46875     1.609375   ...  2.75        1.2421875
  -0.24902344]]"
" This House has an area of 8400 sqft. It has 3 bedrooms and 1 bathrooms along with a guest room. It is a 2 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like , air conditioning along with 2 parking slots. It is located in a preferred area. What is the price of this house?",5250000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14355469  0.04003906  0.06054688 ...  0.1015625  -0.08398438
  -0.03125   ]]","[[ 3.9375     -0.9921875   2.1875     ...  2.40625     0.48632812
   0.006073  ]]"
" This House has an area of 5300 sqft. It has 4 bedrooms and 2 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like , air conditioning along with 0 parking slots. It is located in a preferred area. What is the price of this house?",5250000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13769531  0.03857422  0.05908203 ...  0.12109375 -0.07324219
  -0.03015137]]","[[ 3.671875   -1.0546875   1.7421875  ...  2.546875    1.09375
  -0.04785156]]"
" This House has an area of 3800 sqft. It has 3 bedrooms and 1 bathrooms along with a guest room. It is a 2 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like ,  along with 1 parking slots. It is located in a preferred area. What is the price of this house?",5250000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14453125  0.0390625   0.07519531 ...  0.11230469 -0.09277344
  -0.03491211]]","[[ 3.875      -0.99609375  1.9375     ...  2.5625      0.70703125
  -0.01806641]]"
" This House has an area of 9800 sqft. It has 4 bedrooms and 2 bathrooms along with a guest room. It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 2 parking slots. What is the price of this house?",5250000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.1328125   0.06689453  0.05126953 ...  0.125      -0.04980469
  -0.02185059]]",[[4.46875    0.00680542 2.25       ... 2.28125    0.66015625 0.16796875]]
" This House has an area of 8520 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is furnished and comes with facilities like , air conditioning along with 2 parking slots. What is the price of this house?",5250000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13867188  0.0546875   0.04248047 ...  0.11376953 -0.06396484
  -0.00744629]]","[[ 4.28125    -0.06787109  2.46875    ...  1.609375    0.42773438
   0.17285156]]"
" This House has an area of 6050 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. It is located in a preferred area. What is the price of this house?",5243000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13085938  0.01757812  0.09130859 ...  0.13964844 -0.08740234
  -0.04101562]]","[[ 3.5        -1.6015625   1.59375    ...  2.890625    1.21875
  -0.36914062]]"
" This House has an area of 7085 sqft. It has 3 bedrooms and 1 bathrooms along with a guest room. It is a 1 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 2 parking slots. It is located in a preferred area. What is the price of this house?",5229000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13671875  0.04492188  0.08007812 ...  0.10449219 -0.08203125
  -0.03320312]]","[[ 3.84375    -1.46875     1.9375     ...  2.578125    0.828125
  -0.20996094]]"
